disease,symptom,text
dengue,,"I have been experiencing chills and shivering, despite being in a warm environment. My back pains all the time and there are red spots on my arms."
dengue,,I have been experiencing severe joint pain that is making my day very difficult. I feel like vomiting all the time and have a mild headache too.
dengue,,I am facing severe joint pain and vomitting. I have developed a skin rash that covers my entire body and is accompanied by intense itching. 
dengue,,"I have been vomiting frequently and have lost my appetite as a result. There are rashes on my skin and my eyes pain, because of which I cannot sleep properly."
dengue,,I have a high fever along with a severe headache. The fever is accompanied by extreme body pain and chills. I am worried about my health and don’t know what to do.
dengue,,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. The fatigue is so severe that I struggle to get out of bed. I have noticed small red spots on my arms and legs. "
dengue,,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I feel tired and fatigued because of which I cannot work all day. I am worried about my health.
dengue,,The skin rash I have developed is accompanied by redness and swelling. I don’t feel well as I have severe fever accompanied with body pain.
dengue,,The chills and shivering I have been experiencing are accompanied by a feeling of coldness and high fever. I have also developed rashes on my arms and red spots on my neck.
dengue,,"The joint pain I have been experiencing is severe and feels like a constant ache. My head aches most of the time and I am starting to develope mild fever, accompanied with chills. "
dengue,,The vomiting I have been experiencing is accompanied by stomach cramps and dizziness. I have lost my apetite and feel weak as a result. There is a pain behind my eyes too.
dengue,,"There are rashes on my skin, which itch if I touch them. I don’t feel good as my joints pain whole day. At night, I have mild fever and get chills, because of which I can’t sleep too."
dengue,,"I have been feeling nauseous and have a constant urge to vomit. I get high fever and chills every night and feel terrible because of this. Also, I feel I have lost my appetite."
dengue,,"I've been feeling sick and feel a strong need to vomit. There is a sharp ache behind my eyes, and swollen red dots all over my back."
dengue,,I have developed rashes on my body. I am also experiencing high fever along with chills and headache. My joints and back hurt and there is a strange pain in the back of my eyes.
dengue,,"As a result of my regular vomiting, I've lost my appetite. My muscles, joints and back constantly hurt. I am starting to have fever too. I am really worried and not sure what to do."
dengue,,"I am experiencing very high fever and chills every night. It is really concerning me. Moreover, I don’t feel like eating anything and my back, arms, legs pain a lot. There is a strange pain behing my eyes. I can’t do any physical activities. "
dengue,,"My back hurts, and I have rashes on my arms and armpits. The back of my eyeballs hurt a lot. I also have a mild fever, which is making us concerned about my health. "
dengue,,"I have been experiencing muscle pain and headache. The muscle pain feels like a constant ache and is worse when I try to use the affected muscles. There are small red spots developing on my face, neck and arms."
dengue,,I have developed rashes on my body that are itchy and. I have lost my appetite and feel very tired all day. I feel something is wrong with my body.
dengue,,"I have been feeling nauseous and have a constant urge to vomit, which is accompanied with mild fever and headache. "
dengue,,I have been experiencing a severe fever that is accompanied by pain behind my eyes and headache. I feel tired and exhasuted because of which I cannot do any work.
dengue,,There is a constant behind my eyes. I have developed red spots on my neck and face and rashes on my arms. My arms and legs pain a lot. . The spots are itchy and uncomfortable and it is worrying me.
dengue,,"I have been experiencing severe joint pain that makes it difficult for me to move and perform my daily activities. Also, I have lost my apetite because of which I feel weak."
dengue,,The headache I have been experiencing is severe and is accompanied by a feeling of pressure in my head. I have mild fever along with headache. There are small red spots on my back.
dengue,,The high fever I have been experiencing is accompanied by sweating and weakness. My muscles pain as a result I cannot work all day. 
dengue,,The nausea I have been feeling is accompanied by a loss of appetite and feeling of unease. There is a distinct pain in my back and muscles pain too. 
dengue,,I have developed red spots on my body that are itchy and inflamed. I am also experiencing high fever along with chills and shivering. 
dengue,,I have been feeling nauseous and have a constant urge to vomit. There is a strong pain behind my eyes and there are small red spots all over my arms.
dengue,,"The fatigue I have been feeling is extreme and makes it difficult for me to perform even basic tasks. I feel vomitting and developed rashes on my arms, neck and legs. "
dengue,,I have been experiencing a severe headache that is accompanied by pain behind my eyes. I have lost my apetite and experience chills every night. 
dengue,,The muscle pain I have been experiencing is severe and feels like a constant ache. There are red spots all over my body and the itching is causing me a lot of discomfort.
dengue,,"I have been feeling extremely tired and fatigued, and I have no energy to do anything. I have developed rashes on my neck, which itch upon touching. "
dengue,,I have been vomiting frequently and have lost my appetite as a result. My joints and back pain all the time.
dengue,,"I'm experiencing extreme body pain, headache and vomiting. I've developed red spots that covers my entire body and causes severe itching."
dengue,,"My back hurts all the time, and my arms and neck have rashes. The back of eyes pain a lot. I also have fever and it is making we worried about my health."
dengue,,"I've been suffering from significant joint pain, which makes it difficult for me to walk and carry out my everyday tasks. I've also lost my appetite, which makes me feel weak and feel like vomitting."
dengue,,"I have developed a skin rash that covers my entire body and is accompanied by intense itching. My body pains and I have a mild fever, acompanied with headache and chills."
dengue,,I have a high fever accompanied with severe headache and body pain. I experince chills every night. There is a distinct pain behind my eyes too.
dengue fever,wrist pain,
dengue fever,sore throat,
dental caries,restlessness,
dental caries,facial pain,
dental caries,toothache,
dental caries,skin swelling,
dental caries,peripheral edema,
dental caries,ear pain,
dental caries,gum pain,
dental caries,pain in gums,
dental caries,neck swelling,
dental caries,jaw swelling,
dental caries,skin irritation,
dental caries,mouth pain,
depression,disturbance of memory,
depression,depression,
depression,anxiety and nervousness,
depression,drug abuse,
depression,excessive anger,
depression,depressive or psychotic symptoms,
depression,insomnia,
depression,abusing alcohol,
depression,delusions or hallucinations,
depression,hostile behavior,
depression,temper problems,
dermatitis due to sun exposure,skin swelling,
dermatitis due to sun exposure,lack of growth,
dermatitis due to sun exposure,abnormal appearing skin,
dermatitis due to sun exposure,acne or pimples,
dermatitis due to sun exposure,skin lesion,
dermatitis due to sun exposure,or roughness,
dermatitis due to sun exposure,skin moles,
dermatitis due to sun exposure,peeling,
dermatitis due to sun exposure,skin dryness,
dermatitis due to sun exposure,irregular appearing scalp,
dermatitis due to sun exposure,skin rash,
dermatitis due to sun exposure,scaliness,
developmental disability,delusions or hallucinations,
developmental disability,seizures,
developmental disability,antisocial behavior,
developmental disability,depressive or psychotic symptoms,
developmental disability,lack of growth,
developmental disability,difficulty speaking,
developmental disability,restlessness,
developmental disability,temper problems,
developmental disability,fears and phobias,
developmental disability,obsessions and compulsions,
developmental disability,hostile behavior,
deviated nasal septum,nosebleed,
deviated nasal septum,abnormal breathing sounds,
deviated nasal septum,painful sinuses,
deviated nasal septum,allergic reaction,
deviated nasal septum,nasal congestion,
deviated nasal septum,difficulty breathing,
deviated nasal septum,facial pain,
deviated nasal septum,sore throat,
deviated nasal septum,headache,
deviated nasal septum,apnea,
diabetes,,"My vision is blurry, and it feels like it's getting worse. All the time, I feel worn out and fatigued. I occasionally have extreme lightheadedness and vertigo as well."
diabetes,,"My mouth and throat are dry. Additionally, I've been growing increasingly hungry. However, I do get periodic bouts of exhaustion."
diabetes,,I have a feeling of tremors and muscle twitching. I have decreased sense of smell or taste and I feel fatigued. Sometimes I have a feeling of rapid hearbeat or palipatations
diabetes,,"I get skin irritations and rashes, especially in my skin's crevices. Cuts and bruises on my skin also take a while to heal."
diabetes,,I have mood changes and have difficulty concentrating. My mind feels hazy and foggy at times and it gets difficult to do even regular chores
diabetes,weight gain,
diabetes,,"I have a dry cough that never stops. I have palpitations and my infections don't appear to be getting better. Sometimes my throat hurts, but it seems to get better."
